HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2012,UK,United Kingdom,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,DE,Germany,99.76133651,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,EU_EEA31,EU/EEA,99.965564,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,EU28,EU,99.965493,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2013,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,BE,Belgium,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,EL,Greece,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2014,UK,United Kingdom,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,BG,Bulgaria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,EL,Greece,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,LU,Luxembourg,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2015,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2016,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,BG,Bulgaria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,DE,Germany,99.79381443,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,EU_EEA31,EU/EEA,99.960784,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,EU28,EU,99.960536,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,SE,Sweden,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Gender,%,2017,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,AT,Austria,0.41245627,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,CZ,Czech Republic,5.36962884,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,DE,Germany,0.22027727,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,EE,Estonia,13.50374281,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,EU_EEA31,EU/EEA,0.470567,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,EU28,EU,0.474882,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,FR,France,0.00147888,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,HU,Hungary,0.41958732,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,LT,Lithuania,8.32156536,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,LV,Latvia,3.49006562,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,NO,Norway,0.12204822,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,PL,Poland,0.30769421,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,RO,Romania,0.01475437,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,SE,Sweden,2.98376585,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,SI,Slovenia,7.71247762,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,SK,Slovakia,0.59227046,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2012,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,AT,Austria,1.084436,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,CZ,Czech Republic,5.90178203,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,DE,Germany,0.45210355,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,EE,Estonia,8.59340139,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,EU_EEA31,EU/EEA,0.56023,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,EU28,EU,0.565452,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,FR,France,0.00146285,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,HU,Hungary,0.24892061,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,LT,Lithuania,13.24991246,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,LV,Latvia,11.13299194,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,NO,Norway,0.08138805,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,PL,Poland,0.34853554,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,SE,Sweden,2.10332146,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,SI,Slovenia,14.45371752,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,SK,Slovakia,2.83409658,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2013,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,AT,Austria,0.81115139,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,CZ,Czech Republic,3.8416301,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,DE,Germany,0.25954041,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,EE,Estonia,6.18693167,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,EL,Greece,0.00953089,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,EU_EEA31,EU/EEA,0.377248,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,EU28,EU,0.379349,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,FR,France,0.01046041,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,HU,Hungary,0.26432707,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,LT,Lithuania,11.45375034,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,LV,Latvia,7.21086537,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,NO,Norway,0.18275522,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,PL,Poland,0.33088292,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,SE,Sweden,1.83237566,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,SI,Slovenia,4.7800416,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,SK,Slovakia,2.09142808,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2014,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,AT,Austria,0.75098804,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,CZ,Czech Republic,3.25462293,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,DE,Germany,0.22295736,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,EE,Estonia,8.52570198,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,EL,Greece,0.0111984,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,EU_EEA31,EU/EEA,0.351837,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,EU28,EU,0.353696,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,FR,France,0.01069743,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,HU,Hungary,0.21529632,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,IT,Italy,0.00802568,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,LT,Lithuania,11.13968846,,,,,,,
